iter	Logloss
474	0.2962658691
475	0.2961028442
476	0.2959873657
477	0.2958956909
478	0.2958211975
479	0.2957328491
480	0.2956174011
481	0.2955152893
482	0.2953972778
483	0.2953144836
484	0.2952346802
485	0.2951283569
486	0.2950490112
487	0.294920105
488	0.2948239136
489	0.2947007141
490	0.2945140381
491	0.2944185791
492	0.2943347168
493	0.294229248
494	0.2940966797
495	0.2939578857
496	0.2938380127
497	0.2937180176
498	0.2936145935
499	0.2935289917
500	0.2934419556
501	0.2933308105
502	0.2932340088
503	0.2931765747
504	0.2930886841
505	0.2930287476
506	0.2929425049
507	0.2928303223
508	0.2927207642
509	0.2926445313
510	0.2924976501
511	0.2923717957
512	0.2922969971
513	0.2921832886
514	0.292057312
515	0.2918894043
516	0.2918002014
517	0.2916407471
518	0.2915653076
519	0.2914226379
520	0.2913343811
521	0.291244751
522	0.2911237183
523	0.2909945068
524	0.2909046021
525	0.2908456726
526	0.2907114868
527	0.2906257019
528	0.2904928589
529	0.2903384399
530	0.2902461243
531	0.2901803589
532	0.2901052551
533	0.2899747925
534	0.289866333
535	0.2897539673
536	0.2896405029
537	0.2895122681
538	0.2893925476
539	0.2893186646
540	0.2892470398
541	0.2891629639
542	0.2890728455
543	0.2889770203
544	0.2888482666
545	0.2887400513
546	0.2886617432
547	0.2885933228
548	0.2884900818
549	0.2884109802
550	0.2883232422
551	0.2882308044
552	0.2881603394
553	0.2880356445
554	0.2878980408
555	0.2878191833
556	0.2877001343
557	0.2875865173
558	0.2875033875
559	0.287436554
560	0.28734375
561	0.2872891541
562	0.2872230835
563	0.2871268921
564	0.2870305786
565	0.2868925171
566	0.286744873
567	0.2866227722
568	0.2865436401
569	0.2864451599
570	0.2864047852
571	0.2863136902
572	0.2861958618
573	0.2860670166
574	0.2859606934
575	0.2858308411
576	0.2857648926
577	0.2856438904
578	0.2855239563
579	0.2854520874
580	0.2853728333
581	0.2852628784
582	0.2852024536
583	0.2851133728
584	0.2850455933
585	0.2849765015
586	0.284894989
587	0.2847784424
588	0.2846630554
589	0.2845536499
590	0.2844637451
591	0.2843722534
592	0.2843189392
593	0.2842374268
594	0.2841847839
595	0.2840947571
596	0.2840030518
597	0.283948761
598	0.2838418579
599	0.2837740784
600	0.2836967163
601	0.2836160889
602	0.2835315552
603	0.2834469604
604	0.2833379211
605	0.2832480774
606	0.2832006226
607	0.2831520691
608	0.2830565796
609	0.2829598083
610	0.2828844604
611	0.2828086853
612	0.2826959534
613	0.282574646
614	0.2825031433
615	0.28238974
616	0.2823623047
617	0.2822041626
618	0.2821322021
619	0.2820138245
620	0.281943634
621	0.2818368835
622	0.2817260742
623	0.2816454163
624	0.2814676514
625	0.2813677063
626	0.281243042
627	0.2811605225
628	0.2810956116
629	0.2810478516
630	0.2809661255
631	0.2808676147
632	0.2807679138
633	0.2807579346
634	0.2806701355
635	0.2805911255
636	0.2804953613
637	0.2804001465
638	0.2802973633
639	0.2802058105
640	0.280163147
641	0.2800525208
642	0.2799302368
643	0.2798241577
644	0.2797542114
645	0.2796849365
646	0.2795886841
647	0.2795475159
648	0.2794553833
649	0.2793790283
650	0.2792261963
651	0.2791322937
652	0.2790799561
653	0.2789776306
654	0.2788681641
655	0.2787710571
656	0.2786616821
657	0.2785802917
658	0.2785114136
659	0.2784094238
660	0.2783255005
661	0.2782137146
662	0.27815271
663	0.2780570068
664	0.277969574
665	0.2778714905
666	0.2777773438
667	0.2777033081
668	0.2776130371
669	0.2774628296
670	0.2773727417
671	0.2772807312
672	0.2771995239
673	0.2771264648
674	0.2770551758
675	0.2769693909
676	0.2768982849
677	0.276790863
678	0.2766969299
679	0.2766086121
680	0.2765249634
681	0.2763925476
682	0.2763157349
683	0.2762251587
684	0.2761167603
685	0.2760680847
686	0.2759853821
687	0.2758751526
688	0.2757993164
689	0.2756963806
690	0.2756335449
691	0.2755158081
692	0.2754385986
693	0.2753780518
694	0.2753075867
695	0.2752079163
696	0.2751436462
697	0.275045105
698	0.2749650879
699	0.2748994751
700	0.2747857666
701	0.2747042236
702	0.2746275635
703	0.274505249
704	0.2743671265
705	0.2742572021
706	0.2742061462
707	0.2740813599
708	0.2739992676
709	0.2739119263
710	0.2737904053
711	0.2737239685
712	0.2736557007
713	0.2735503235
714	0.2734356384
715	0.2733423767
716	0.2732536621
717	0.2731746826
718	0.2730760193
719	0.2729776917
720	0.2729043579
721	0.2728520508
722	0.2727513733
723	0.2726853027
724	0.272611969
725	0.272479187
726	0.2724107971
727	0.2723396301
728	0.2722391357
729	0.2721589966
730	0.2720706482
731	0.2719833374
732	0.2719174805
733	0.2718294678
734	0.2717379761
735	0.271643219
736	0.2715686035
737	0.2714692383
738	0.2713724976
739	0.2712893066
740	0.2712024841
741	0.2711188049
742	0.2710337524
743	0.2709306641
744	0.2708154297
745	0.2707407837
746	0.2706749268
747	0.2705490112
748	0.2704837036
749	0.270354187
750	0.2702932739
751	0.2702257996
752	0.2700924683
753	0.2700237427
754	0.2699543457
755	0.2698901062
756	0.2698163757
757	0.2697554932
758	0.2696585693
759	0.2695814819
760	0.2695285034
761	0.2694555969
762	0.2693267822
763	0.2692461853
764	0.2691532898
765	0.2690770569
766	0.2690142212
767	0.2689518738
768	0.2688927612
769	0.2687592773
770	0.2686713257
771	0.268583313
772	0.2684893188
773	0.2683360596
774	0.2682809448
775	0.268208374
776	0.2681467896
777	0.268035675
778	0.2679648438
779	0.2678361816
780	0.2677713318
781	0.2676811218
782	0.2676218262
783	0.2675606995
784	0.2675064697
785	0.2674248047
786	0.2673603821
787	0.2672663269
788	0.2671995239
789	0.2670768433
790	0.2670140991
791	0.2669099121
792	0.2668330078
793	0.26675177
794	0.2666702271
795	0.2665617676
796	0.266479126
797	0.2663840332
798	0.2662753296
799	0.266192749
800	0.2661330566
801	0.2660742798
802	0.2659189453
803	0.2658548889
804	0.265786499
805	0.2657195435
806	0.2656019897
807	0.2655119019
808	0.2654478149
809	0.2653948059
810	0.2653408508
811	0.2651999512
812	0.2651064758
813	0.2650249023
814	0.2649559937
815	0.2648785095
816	0.2647804871
817	0.2647382202
818	0.2646680298
819	0.2645702515
820	0.2644732971
821	0.2643863525
822	0.2643008728
823	0.2642141724
824	0.2641607666
825	0.2640803833
826	0.2639833984
827	0.263871521
828	0.2637751465
829	0.2637042236
830	0.2635644531
831	0.2635033569
832	0.2634465332
833	0.2633678894
834	0.2632870789
835	0.2632186584
836	0.2631794434
837	0.2630865173
838	0.2630463867
839	0.2629356079
840	0.2628531189
841	0.2627908325
842	0.2627202759
843	0.2626130676
844	0.2625570068
845	0.2624651794
846	0.2623773193
847	0.2623182983
848	0.2622460938
849	0.2622407227
850	0.2621486206
851	0.2620686035
852	0.2620109863
853	0.2619382935
854	0.2618626709
855	0.2617753296
856	0.2617344055
857	0.2616878662
858	0.26154245
859	0.2614856567
860	0.2613690796
861	0.2612294312
862	0.2611795044
863	0.2610868225
864	0.2610187073
865	0.2609740601
866	0.2608814087
867	0.2607536621
868	0.2606742859
869	0.2605791016
870	0.2605034485
871	0.2604064941
872	0.2603415222
873	0.2602290649
874	0.260153656
875	0.2600484619
876	0.2599270935
877	0.2598506775
878	0.2597664795
879	0.2596605225
880	0.259560791
881	0.259504425
882	0.2593978271
883	0.2593303223
884	0.2592611694
885	0.2592128296
886	0.2591154785
887	0.2590758667
888	0.2590236206
889	0.258946106
890	0.2588798523
891	0.258831665
892	0.2587249756
893	0.2586241455
894	0.2585331421
895	0.2584327393
896	0.2583808594
897	0.2583311768
898	0.2582402954
899	0.2581500244
900	0.2580372314
901	0.257991272
902	0.2579083862
903	0.257854126
904	0.2577325134
905	0.2576864624
906	0.2576268005
907	0.2575130615
908	0.257427063
909	0.2573269653
910	0.2572849121
911	0.2571977844
912	0.2571074524
913	0.2570206299
914	0.2569572449
915	0.2568778992
916	0.2568146973
917	0.256725769
918	0.2566174316
919	0.25652948
920	0.2564728088
921	0.2564232483
922	0.2563088989
923	0.2562260742
924	0.2561457825
925	0.2560755615
926	0.2559785767
927	0.255934082
928	0.2558745728
929	0.2557880096
930	0.2557358398
931	0.2557024841
932	0.255611618
933	0.2555216827
934	0.2554315491
935	0.2553564911
936	0.2552608032
937	0.2552098389
938	0.2551113586
939	0.2550285034
940	0.2549573975
941	0.2548850098
942	0.2548102875
943	0.2547194824
944	0.2546524353
945	0.2545914154
946	0.2545166473
947	0.2544152069
948	0.2543694763
949	0.2542594604
950	0.2541995392
951	0.2541412048
952	0.25408078
953	0.2540011597
954	0.2539054108
955	0.253816864
956	0.2537496643
957	0.2536797943
958	0.2536061401
959	0.2535275574
960	0.2534290771
961	0.2533136292
962	0.2532240906
963	0.2531415253
964	0.2530802002
965	0.2530059814
966	0.252930481
967	0.2528594055
968	0.2528034058
969	0.2527536621
970	0.2526440582
971	0.2525526123
972	0.2525042114
973	0.2523834229
974	0.2523083954
975	0.2522304687
976	0.2521414948
977	0.252049469
978	0.2519626465
979	0.2518920288
980	0.2518436279
981	0.2517758179
982	0.2517265778
983	0.2516272736
984	0.2515587158
985	0.2515034943
986	0.2514509888
987	0.2513753815
988	0.2512960052
989	0.2512337799
990	0.2511629181
991	0.2510980682
992	0.2510123901
993	0.2509673157
994	0.2509224243
995	0.2508527222
996	0.2507826691
997	0.250704483
998	0.2506459656
999	0.2505609283
