iter	Logloss
712	0.2571684875
713	0.2571173096
714	0.2570007324
715	0.2569415283
716	0.2568393555
717	0.2567406311
718	0.2565897217
719	0.2565226746
720	0.2564200134
721	0.2563043823
722	0.2562312012
723	0.2561403198
724	0.2560168762
725	0.2559070435
726	0.2557800293
727	0.2557070618
728	0.2556412048
729	0.2555245667
730	0.2554459686
731	0.2553898163
732	0.2553072357
733	0.2552019196
734	0.2551006927
735	0.2550159607
736	0.2549550323
737	0.2548729706
738	0.2547765045
739	0.2547230835
740	0.2546609192
741	0.2545929413
742	0.2545175171
743	0.2544267273
744	0.254306366
745	0.2542131653
746	0.2541382141
747	0.2540355988
748	0.2538901367
749	0.2538009949
750	0.2537579803
751	0.2536502686
752	0.2535202332
753	0.2534373779
754	0.2533607178
755	0.2532802887
756	0.2531963043
757	0.2531874237
758	0.2531438751
759	0.2530630798
760	0.2529525757
761	0.2528629608
762	0.2527835693
763	0.2526726532
764	0.2525718994
765	0.2524782104
766	0.2524100647
767	0.2523098145
768	0.2522338867
769	0.252135437
770	0.2520710449
771	0.2519996643
772	0.2519301758
773	0.2518492432
774	0.2517533112
775	0.2516565247
776	0.2515815125
777	0.251515686
778	0.2514230194
779	0.2513246155
780	0.2512191467
781	0.2511078644
782	0.2509774017
783	0.2509145508
784	0.2508244781
785	0.2507349243
786	0.2506405945
787	0.2505715179
788	0.2504859314
789	0.2503673859
790	0.250289505
791	0.2502105408
792	0.2501450806
793	0.2500521088
794	0.2499531555
795	0.2498658905
796	0.2497940063
797	0.2497111969
798	0.2496531067
799	0.2495130463
800	0.2494161682
801	0.2493220215
802	0.2492644653
803	0.249175293
804	0.2491672363
805	0.2490602112
806	0.2489673157
807	0.2489157867
808	0.2488319855
809	0.2487458038
810	0.2486755676
811	0.2485893555
812	0.2485016785
813	0.2484178772
814	0.2483542328
815	0.248276062
816	0.2482055969
817	0.2481173096
818	0.2480459137
819	0.2479487152
820	0.2478994141
821	0.2477850647
822	0.2476437683
823	0.247560379
824	0.2474985046
825	0.2473665466
826	0.2472692566
827	0.2472106476
828	0.2471698914
829	0.2470910645
830	0.2470179749
831	0.2469553833
832	0.2468308258
833	0.2467512817
834	0.2466755371
835	0.2465919037
836	0.2465157623
837	0.2464670868
838	0.2463738403
839	0.2462531891
840	0.2461116638
841	0.2460569305
842	0.2459923401
843	0.2459472351
844	0.2458783722
845	0.245826416
846	0.2457786407
847	0.2457273712
848	0.2456010284
849	0.2455942078
850	0.2454880066
851	0.2454312592
852	0.2453441772
853	0.245273468
854	0.2452308044
855	0.2451707458
856	0.2451063843
857	0.2450461731
858	0.2449845276
859	0.2448995972
860	0.2448383789
861	0.2447449646
862	0.2446820068
863	0.244616684
864	0.2445135498
865	0.2444382324
866	0.24434758
867	0.2442921143
868	0.2441896515
869	0.2441308899
870	0.2440562134
871	0.2439849701
872	0.2439002838
873	0.2438316345
874	0.2437251282
875	0.2436630859
876	0.2436169434
877	0.2435299988
878	0.2434161835
879	0.2433677979
880	0.243256485
881	0.2431317139
882	0.2430240326
883	0.2429326477
884	0.242877655
885	0.2428024597
886	0.2426968384
887	0.2426146545
888	0.2425152893
889	0.2424311066
890	0.2423522339
891	0.2422980652
892	0.2422132263
893	0.2421548157
894	0.2420917206
895	0.2420187683
896	0.2419780884
897	0.241910675
898	0.2418625793
899	0.2418319397
900	0.241735733
901	0.2416638184
902	0.2416138
903	0.2415256653
904	0.2414605408
905	0.2413679047
906	0.2412935181
907	0.2412281799
908	0.241145752
909	0.2410643005
910	0.240954834
911	0.2408470764
912	0.2407581177
913	0.2407516174
914	0.2406950989
915	0.2406392365
916	0.2405866394
917	0.2405142822
918	0.2404346313
919	0.2403649597
920	0.240251709
921	0.2402102356
922	0.2401509705
923	0.240046814
924	0.2399710388
925	0.2398820953
926	0.2397933044
927	0.2396919098
928	0.2396211395
929	0.2395471191
930	0.239485672
931	0.2394120636
932	0.2393452301
933	0.239264801
934	0.2392148743
935	0.2390794373
936	0.2389562683
937	0.2388872833
938	0.2387989197
939	0.238711731
940	0.2386398926
941	0.2385815735
942	0.2385292053
943	0.2384605103
944	0.2384001465
945	0.2383082275
946	0.2382104797
947	0.2381555481
948	0.2380558472
949	0.2379445496
950	0.2378761597
951	0.2378218994
952	0.237769928
953	0.2376905518
954	0.2376100616
955	0.2375312653
956	0.2375003815
957	0.237407959
958	0.2373304749
959	0.2372781219
960	0.2372032013
961	0.2371291046
962	0.2370965271
963	0.237027832
964	0.2369445801
965	0.2368456726
966	0.2367712708
967	0.2367038879
968	0.2366112976
969	0.236544754
970	0.2364464111
971	0.2363936768
972	0.2363608704
973	0.2362311096
974	0.236138092
975	0.2360635529
976	0.2360245056
977	0.2359555054
978	0.2358512268
979	0.2357675171
980	0.2356689453
981	0.2355594025
982	0.2354982605
983	0.2354015198
984	0.2353329468
985	0.23526828
986	0.2352155457
987	0.2351413574
988	0.2350896301
989	0.2350341339
990	0.2349549561
991	0.2348951416
992	0.2348267975
993	0.2347600861
994	0.234682373
995	0.2346112671
996	0.234558136
997	0.2345242462
998	0.2344486542
999	0.2343594055
